Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status,4.0_GA_195,4.0_GA_2020,4.0_GA_4020
GMPO Share Suite GMPO_REL_324, Delete User And Network Assignment, shareSuite.DeleteUser_And_AssignNetwork, Verify_User_Is_Deleted,"  ""AAssign"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_ImportingGMPOMPZ_intoGMPO,  ,, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Save_Action_On_MPZ_Imported_Network,  ,, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_SaveAS_Action_On_MPZ_Imported_Network,  ,, failed,Not Executed, failed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_ImportGMPOMPZintoGMPO_andDeleteAction,  ,, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Warning_MSG_When_Move_TO_Design_MPZ_Imported_Net,  ,, failed,Not Executed, failed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Number_Of_Sites_In_Imported_Net,  ,, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Fiber_Wave_Count,"  ""PLDT_SSON_WorkingSMR20""- ""Net7"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Fiber_Wave_Count,"  ""PLDT_Workin_1""- ""Net7"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Fiber_Wave_Count,"  ""PLDT_Workin_2""- ""Net7"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Fiber_Wave_Count,"  ""PLDT_Labnet_Vinay""- ""Net7"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Properties,"  ""multidegree""- ""Net10""- ""Site1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Properties,"  ""multidegree""- ""Net10""- ""Site2"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Properties,"  ""multidegree""- ""Net10""- ""Site3"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site2"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site3"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site4"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Site_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""Site5"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_MediaChannel_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site1 - site2 - 1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_MediaChannel_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site2 - site3 - 1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_MediaChannel_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site2 - site3 - 2"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_MediaChannel_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site3 - site4 - 1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_MediaChannel_Properties,"  ""PLDT_Labnet_Vinay""- ""Net3""- ""site3 - site4 - 2"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Fiber_Properties,"  ""multidegree""- ""Net10""- ""Duct1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Fiber_Properties,"  ""multidegree""- ""Net10""- ""Duct2"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Fiber_Properties,"  ""multidegree""- ""Net10""- ""Duct3"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Internal_ConnectionsforGMPOImportedNets_inGMPO,"  ""PLDT_Labnet_Vinay.mpz_Net7.xlsx"" ",, failed,Not Executed, failed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Internal_ConnectionsforGMPOImportedNets_inGMPO,"  ""PLDT_SSON_WorkingSMR20.mpz_Net7.xlsx"" ",, failed,Not Executed, failed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Internal_ConnectionsforGMPOImportedNets_inGMPO,"  ""PLDT_Workin_1.mpz_Net7.xlsx"" ",, failed,Not Executed, failed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Internal_ConnectionsforGMPOImportedNets_inGMPO,"  ""PLDT_Workin_2.mpz_Net7.xlsx"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_BOM_Comparison_For_Imported_Net,"  ""PLDT_SSON_WorkingSMR20""- ""Net7"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_BOM_Comparison_For_Imported_Net,"  ""PLDT_Workin_1""- ""Net7"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_BOM_Comparison_For_Imported_Net,"  ""PLDT_Workin_2""- ""Net7"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_BOM_Comparison_For_Imported_Net,"  ""PLDT_Labnet_Vinay""- ""Net7"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Wave_Properties,"  ""PLDT_Workin_2""- ""Net7""- ""Pune-bangalore - 1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Wave_Properties,"  ""PLDT_Workin_2""- ""Net7""- ""Pune-bangalore - 2"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Wave_Properties,"  ""PLDT_Workin_2""- ""Net7""- ""site1 - site2 - 1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Wave_Properties,"  ""PLDT_Workin_2""- ""Net7""- ""site1 - site2_1 - 1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Wave_Properties,"  ""PLDT_Workin_2""- ""Net7""- ""site2 - site3 - 1"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_Wave_Properties,"  ""PLDT_Workin_2""- ""Net7""- ""site2 - site3 - 2"" ",, passed,Not Executed, passed
ImportMPZ GMPO_REL_4.0_AC1, MPZ Import Test Cases, importMPZ.ImportMPZTestCases, Verify_GMPO_Giving_Warning_MSG_When_Design_State_MPZ_Importing_Into_GMPO,  ,, passed,Not Executed, passed
2K_Flex suite, 2Kflex user signup, genericTestGenerator.UserSignup, userSignUp,"  ""Flex2k""- ""Flex2k"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Evolved Mesh""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Node Protection""- ""Same Shelf""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Mpo16Lc""- ""MF-MPO-16LC""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Mpo16ToMpo8""- ""MPO16To2MPO8Cable""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Enable NCS""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Use Payg""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Connection Verification""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Chassis Type""- ""M6 Chassis""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Power Supply""- ""DC40 Power""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Controller Card""- ""TNC/TSC""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Redundant Controller Card""- ""Yes""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Redundant Power Scheme""- ""Yes""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""ECU Type""- ""ECU""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""MF Unit""- ""MF-6RU/MF-10RU""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Scalable Upto Degree""- ""4""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Site Type""- ""SMR-20""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-1""- ""Degree Mesh Type""- ""DEG-5/UPG-4""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Evolved Mesh""- ""false""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Node Protection""- ""Same Shelf""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Enable NCS""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Use Payg""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Chassis Type""- ""M6 Chassis""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Power Supply""- ""AC2 Power""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Controller Card""- ""TNC-E/TSC-E""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Redundant Controller Card""- ""No""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""UTS AC Power Cables""- ""Japan""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Redundant Power Scheme""- ""No""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""ECU Type""- ""ECU-S""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""MF Unit""- ""MF1-RU""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Scalable Upto Degree""- ""8""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Site Type""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Yes""- ""Sites""- ""Site-2""- ""Degree Mesh Type""- ""PPMESH8-5AD""- """"- ""2K-FLEX-NETWORK-NONSSON-ANSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
