Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status, Owner, Bug/Auton, Comments
Test Setup, TestSetup, TestSetup.AddAlien, AddRequiredAlienInServer,  , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-1"- "Site Type"- "SMR-20"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-1"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Power Supply"- "AC2 Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Controller Card"- "TNC-E/TSC-E"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Redundant Controller Card"- "No"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "UTS AC Power Cables"- "Japan"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Redundant Power Scheme"- "No"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "ECU Type"- "ECU-S"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "MF Unit"- "MF1-RU"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Scalable Upto Degree"- "8"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Degree Mesh Type"- "PPMESH8-5AD"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-2"- "Pre Equip Degree"- "8"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Node Protection"- "Separated Shelves"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Grooming Site"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Mpo16ToMpo8"- "MF-2MPO-ADP"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Controller Card"- "TNCS"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Redundant Controller Card"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Redundant Power Scheme"- "No"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "ECU Type"- "ECU60-S"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Scalable Upto Degree"- "12"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-4"- "Pre Equip Degree"- "12"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Node Protection"- "Separated Shelves"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Grooming Site"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Mpo16ToMpo8"- "MPO16To2MPO8Cable"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Chassis Type"- "M15 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Power Supply"- "AC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Controller Card"- "TNCS"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "UTS AC Power Cables"- "North America"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Redundant Controller Card"- "Yes"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Redundant Power Scheme"- "1+1"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "ECU Type"- "ECU"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "MF Unit"- "MF-6RU/MF-10RU"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Scalable Upto Degree"- "16"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-5"- "Pre Equip Degree"- "16"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Controller Card"- "TNCS-O"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Redundant Controller Card"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Redundant Power Scheme"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "Raman Adapter Share"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "ECU Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-6"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-8"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
2K_Flex suite, 2K Flex Test1, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,  "2K-FLEX-NETWORK-NONSSON-ANSI"- "Yes"- "Sites"- "Site-8"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI"- "Site-1-Site-2-Site-4-Site-5" , passed
